name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,Season
Jhon Durán,FWD,Aston Villa,0.3,0,0,0,0,0.0,44,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,28888,0,1,1,0.0,0,-1529,4147,5676,50,False,0,8,2023-2024
Oscar Bobb,MID,Man City,1.8,0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,1,0,0,0,0,8,0,5294,0,0,1,0.0,0,1634,2652,1018,44,False,0,8,2023-2024
Michail Antonio,FWD,West Ham,1.7,0,0,0,0,2.1,523,0.0,0.0,0.0,1.95,79,2,0,0.1,0.0,2023-10-08T13:00:00Z,74,15,0,0,0,0,8,0,388049,1,2,2,2.0,1,-62132,19389,81521,59,True,1,8,2023-2024
Jamie Donley,FWD,Spurs,0.5,0,0,0,0,0.0,722,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,12,0,0,0,0,8,0,881,0,1,0,0.0,0,560,708,148,45,False,0,8,2023-2024
Malang Sarr,DEF,Chelsea,0.5,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,9693,0,4,1,0.0,0,-171,269,440,44,False,0,8,2023-2024
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,348,0,4,1,0.0,0,-10,0,10,50,False,0,8,2023-2024
Micky van de Ven,DEF,Spurs,6.5,0,3,45,1,0.8,639,0.01,0.24,0.23,0.82,77,0,1,6.9,49.8,2023-10-07T11:30:00Z,90,12,0,0,0,0,8,0,150042,1,1,0,18.0,15,28253,40905,12652,45,False,0,8,2023-2024
Adama Traoré,MID,Fulham,0.0,0,0,0,0,0.0,662,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,17,0,0,0,0,8,0,3452,0,1,3,0.0,0,-483,38,521,50,True,0,8,2023-2024
Shola Shoretire,FWD,Man Utd,0.5,0,0,0,0,0.0,399,0.0,0.0,0.0,0.0,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,4,0,0,0,0,8,0,25505,0,1,2,0.0,0,-914,1765,2679,44,True,0,8,2023-2024
Ademola Ola-Adebomi,FWD,Crystal Palace,0.0,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,16,0,0,0,0,8,0,703,0,0,0,0.0,0,512,631,119,45,True,0,8,2023-2024
Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,0,0.0,391,0.0,0.0,0.0,0.0,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,4,0,0,0,0,8,0,317902,0,1,2,0.0,0,-61373,154,61527,48,True,0,8,2023-2024
Alex Mighten,MID,Nott'm Forest,0.0,0,0,0,0,0.0,456,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,2316,0,0,0,0.0,0,-166,0,166,44,False,0,8,2023-2024
Bryan Mbeumo,MID,Brentford,1.2,0,0,8,0,32.5,108,0.26,0.37,0.11,1.43,78,2,0,4.6,4.6,2023-10-07T14:00:00Z,90,14,0,0,0,0,8,0,2236287,1,1,2,9.0,2,-564505,39336,603841,68,False,0,8,2023-2024
Nicolas Pépé,MID,Arsenal,0.0,0,0,0,0,0.0,16,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,13,0,0,0,0,8,0,5143,0,0,1,0.0,0,-213,0,213,49,True,0,8,2023-2024
Alexis Mac Allister,MID,Liverpool,3.5,0,0,16,0,3.0,304,0.02,0.03,0.01,2.3,72,2,0,2.2,15.4,2023-10-08T13:00:00Z,90,5,0,0,0,0,8,0,410873,1,2,2,4.0,2,-16224,12021,28245,59,False,0,8,2023-2024
David Ozoh,MID,Crystal Palace,0.0,0,0,0,0,0.0,721,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,16,0,0,0,0,8,0,145,0,0,0,0.0,0,90,123,33,45,True,0,8,2023-2024
Omari Kellyman,MID,Aston Villa,0.0,0,0,0,0,0.0,618,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,5789,0,1,1,0.0,0,279,849,570,45,False,0,8,2023-2024
Youri Tielemans,MID,Aston Villa,1.0,0,0,3,0,1.3,58,0.0,0.0,0.0,0.14,80,0,0,0.2,0.8,2023-10-08T13:00:00Z,8,20,0,0,0,0,8,0,55582,0,1,1,0.0,1,-1559,2122,3681,57,False,0,8,2023-2024
Remo Freuler,MID,Nott'm Forest,0.0,0,0,0,0,0.0,446,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,1410,0,0,0,0.0,0,-75,0,75,49,False,0,8,2023-2024
Illia Zabarnyi,DEF,Bournemouth,0.3,0,0,9,0,0.4,89,0.0,0.21,0.21,2.71,75,3,0,2.3,14.8,2023-10-07T14:00:00Z,90,9,0,0,0,0,8,0,11639,1,0,3,8.0,1,904,2194,1290,45,False,0,8,2023-2024
Karl Hein,GK,Arsenal,-0.5,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,13,0,0,0,0,8,0,4674,0,0,1,0.0,0,50,375,325,40,True,0,8,2023-2024
Aaron Connolly,FWD,Brighton,0.0,0,0,0,0,0.0,127,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,11,0,0,0,0,8,0,2271,0,2,2,0.0,0,-116,0,116,45,True,0,8,2023-2024
Dean Henderson,GK,Crystal Palace,0.0,0,0,0,0,0.0,385,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,16,0,0,0,0,8,0,31470,0,0,0,0.0,0,-3719,131,3850,45,True,0,8,2023-2024
Jay Rodriguez,FWD,Burnley,0.3,0,0,0,0,0.0,177,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,17006,0,4,1,0.0,0,-804,575,1379,53,True,0,8,2023-2024
Marcos Senesi,DEF,Bournemouth,0.3,0,0,11,0,1.2,83,0.03,0.03,0.0,2.71,75,3,0,2.5,21.6,2023-10-07T14:00:00Z,90,9,0,0,0,0,8,0,14572,1,0,3,2.0,1,77,1126,1049,44,False,0,8,2023-2024
Granit Xhaka,MID,Arsenal,0.0,0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,13,0,0,0,0,8,0,1046,0,0,1,0.0,0,-14,0,14,60,True,0,8,2023-2024
James Trafford,GK,Burnley,1.5,0,0,18,0,0.0,596,0.0,0.0,0.0,1.58,73,4,0,2.4,23.8,2023-10-07T14:00:00Z,90,7,0,0,0,0,8,2,95890,1,4,1,0.0,0,-2206,2570,4776,45,True,0,8,2023-2024
Dan Burn,DEF,Newcastle,6.8,0,0,15,0,18.8,407,0.19,0.34,0.15,1.22,79,2,0,6.0,14.8,2023-10-08T13:00:00Z,90,19,0,0,0,0,8,0,1002483,1,2,2,26.0,1,547502,616582,69080,46,False,0,8,2023-2024
Saïd Benrahma,MID,West Ham,0.2,0,0,3,0,2.3,525,0.01,0.01,0.0,0.0,79,0,0,0.4,0.0,2023-10-08T13:00:00Z,15,15,0,0,0,0,8,0,54115,0,2,2,2.0,1,-3698,1553,5251,58,True,0,8,2023-2024
Brandon Aguilera Zamora,MID,Nott'm Forest,0.0,0,0,0,0,0.0,434,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,552,0,0,0,0.0,0,-23,0,23,45,False,0,8,2023-2024
Tyler Onyango,MID,Everton,0.0,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,3,0,0,0,0,8,0,1229,0,0,3,0.0,0,0,118,118,45,True,0,8,2023-2024
Joe Taylor,FWD,Luton,0.0,0,0,0,0,0.0,336,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,11396,0,1,0,0.0,0,-1108,0,1108,45,True,0,8,2023-2024
Gustavo Hamer,MID,Sheffield Utd,1.5,0,0,8,0,5.3,663,0.03,0.05,0.02,1.75,76,1,0,1.5,6.2,2023-10-07T14:00:00Z,65,10,0,0,0,0,8,0,32306,1,1,3,3.0,2,4358,8412,4054,50,False,0,8,2023-2024
Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,975,0,2,2,0.0,0,-38,0,38,40,False,0,8,2023-2024
Saman Ghoddos,MID,Brentford,0.2,0,0,3,0,14.0,701,0.15,0.15,0.0,0.78,78,2,0,1.5,1.0,2023-10-07T14:00:00Z,7,14,0,0,0,0,8,0,479,0,1,2,0.0,1,59,140,81,45,False,0,8,2023-2024
Joachim Andersen,DEF,Crystal Palace,9.0,0,0,30,1,16.3,220,0.09,0.09,0.0,1.18,74,0,0,4.6,29.6,2023-10-07T16:30:00Z,90,16,0,0,0,0,8,0,1571154,1,0,0,0.0,6,587920,640692,52772,48,True,0,8,2023-2024
Alfie Gilchrist,DEF,Chelsea,0.5,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,929,0,4,1,0.0,0,122,271,149,40,False,0,8,2023-2024
Allan Campbell,MID,Luton,0.0,0,0,0,0,0.0,319,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,1768,0,1,0,0.0,0,-106,0,106,49,True,0,8,2023-2024
Carlos Mendes Gomes,MID,Luton,0.0,0,0,0,0,0.0,325,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,898,0,1,0,0.0,0,-44,0,44,45,True,0,8,2023-2024
Pedro Lomba Neto,MID,Wolves,6.0,1,0,17,0,25.8,567,0.08,0.53,0.45,1.65,80,1,0,5.5,19.2,2023-10-08T13:00:00Z,90,2,0,0,0,0,8,0,792719,1,1,1,10.0,5,394010,482831,88821,57,True,0,8,2023-2024
Luc De Fougerolles,DEF,Fulham,0.5,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,17,0,0,0,0,8,0,6051,0,1,3,0.0,0,7,336,329,40,True,0,8,2023-2024
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,640,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,12,0,0,0,0,8,0,17681,0,1,0,0.0,0,-1643,0,1643,45,False,0,8,2023-2024
Lucas Digne,DEF,Aston Villa,2.7,0,0,13,0,30.8,42,0.18,0.18,0.0,1.19,80,1,0,4.2,9.6,2023-10-08T13:00:00Z,90,20,0,0,0,0,8,0,602591,1,1,1,2.0,2,87395,130439,43044,46,False,0,8,2023-2024
Enzo Fernández,MID,Chelsea,2.8,0,0,11,0,11.9,199,0.06,0.14,0.08,0.75,73,1,0,5.5,18.2,2023-10-07T14:00:00Z,90,6,0,0,0,0,8,0,347715,1,4,1,25.0,1,-2732,24469,27201,49,False,1,8,2023-2024
Matt Targett,DEF,Newcastle,0.8,0,0,3,0,0.0,428,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,1,19,0,0,0,0,8,0,14099,0,2,2,0.0,1,-378,681,1059,43,False,0,8,2023-2024
Demarai Gray,MID,Everton,0.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,3,0,0,0,0,8,0,9934,0,0,3,0.0,0,-824,0,824,53,True,0,8,2023-2024
Stefan Ortega Moreno,GK,Man City,0.5,0,0,0,0,0.0,361,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,1,0,0,0,0,8,0,72336,0,0,1,0.0,0,1288,5552,4264,39,False,0,8,2023-2024
Sam Johnstone,GK,Crystal Palace,8.7,0,2,35,1,0.0,230,0.0,0.0,0.0,1.18,74,0,0,3.8,38.0,2023-10-07T16:30:00Z,90,16,0,0,0,0,8,5,205733,1,0,0,0.0,9,19817,56507,36690,45,True,0,8,2023-2024
Emiliano Buendía Stati,MID,Aston Villa,0.0,0,0,0,0,0.0,35,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,4316,0,1,1,0.0,0,-151,50,201,58,False,0,8,2023-2024
Alexandre Moreno Lopera,DEF,Aston Villa,0.0,0,0,0,0,0.0,32,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,5778,0,1,1,0.0,0,-1154,319,1473,50,False,0,8,2023-2024
Djordje Petrovic,GK,Chelsea,0.5,0,0,0,0,0.0,687,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,2644,0,4,1,0.0,0,-28,163,191,45,False,0,8,2023-2024
Japhet Tanganga,DEF,Spurs,0.0,0,0,0,0,0.0,518,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,12,0,0,0,0,8,0,46821,0,1,0,0.0,0,-4503,0,4503,40,False,0,8,2023-2024
Marvelous Nakamba,MID,Luton,1.3,0,0,4,0,12.3,52,0.1,0.13,0.03,1.99,77,1,0,2.8,12.2,2023-10-07T11:30:00Z,90,18,0,0,0,0,8,0,124520,1,1,0,3.0,2,4939,25596,20657,44,True,0,8,2023-2024
Nathan Collins,DEF,Brentford,0.5,0,0,8,0,0.1,96,0.0,0.17,0.17,1.43,78,2,0,2.6,17.6,2023-10-07T14:00:00Z,90,14,0,0,0,0,8,0,46760,1,1,2,8.0,0,-3404,1266,4670,45,False,1,8,2023-2024
Leandro Trossard,MID,Arsenal,-0.2,0,0,3,0,11.3,26,0.01,0.01,0.0,0.42,71,0,0,1.3,1.6,2023-10-08T15:30:00Z,45,13,0,0,0,0,8,0,180007,1,0,1,0.0,1,-9611,7973,17584,66,True,0,8,2023-2024
Antony Matheus dos Santos,MID,Man Utd,0.8,0,0,3,0,2.7,372,0.04,0.15,0.11,0.25,78,0,0,0.9,0.0,2023-10-07T14:00:00Z,27,4,0,0,0,0,8,0,58657,0,1,2,8.0,1,-2,1605,1607,68,True,0,8,2023-2024
Trevoh Chalobah,DEF,Chelsea,0.1,0,0,0,0,0.0,194,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,5811,0,4,1,0.0,0,-223,62,285,43,False,0,8,2023-2024
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,550,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,2,0,0,0,0,8,0,1304,0,1,1,0.0,0,-55,0,55,45,True,0,8,2023-2024
Lukasz Fabianski,GK,West Ham,-0.5,0,0,0,0,0.0,533,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,15,0,0,0,0,8,0,161392,0,2,2,0.0,0,-8284,1546,9830,43,True,0,8,2023-2024
Tino Livramento,DEF,Newcastle,1.2,0,0,0,0,0.0,633,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,18443,0,2,2,0.0,0,-475,970,1445,44,False,0,8,2023-2024
Fodé Ballo-Touré,DEF,Fulham,0.5,0,0,0,0,0.0,707,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,17,0,0,0,0,8,0,1803,0,1,3,0.0,0,272,492,220,45,True,0,8,2023-2024
Aymeric Laporte,DEF,Man City,0.0,0,0,0,0,0.0,357,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,1,0,0,0,0,8,0,12307,0,0,1,0.0,0,-424,0,424,49,False,0,8,2023-2024
Tyler Adams,MID,Bournemouth,0.0,0,0,0,0,0.0,673,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,9,0,0,0,0,8,0,394,0,0,3,0.0,0,7,114,107,50,False,0,8,2023-2024
Kieran Trippier,DEF,Newcastle,12.5,1,2,33,0,72.2,430,0.43,0.43,0.0,1.22,79,2,0,11.3,36.8,2023-10-08T13:00:00Z,90,19,0,0,0,0,8,0,4611041,1,2,2,4.0,6,478922,597929,119007,68,False,0,8,2023-2024
Richarlison de Andrade,MID,Spurs,2.8,0,0,-5,0,7.3,509,0.09,0.9,0.81,0.06,77,0,0,4.9,3.8,2023-10-07T11:30:00Z,45,12,0,0,0,0,8,0,214922,1,1,0,38.0,1,63460,82158,18698,67,False,0,8,2023-2024
Norberto Bercique Gomes Betuncal,FWD,Everton,1.3,0,0,-3,0,0.3,691,0.0,0.17,0.17,0.13,75,0,0,0.7,0.0,2023-10-07T14:00:00Z,7,3,0,0,0,0,8,0,27382,0,0,3,9.0,1,-8181,2657,10838,60,True,0,8,2023-2024
John McAtee,FWD,Luton,0.0,0,0,0,0,0.0,324,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,83294,0,1,0,0.0,0,-14437,0,14437,45,True,0,8,2023-2024
Jayden Bogle,DEF,Sheffield Utd,1.2,1,0,12,0,1.8,476,0.01,0.41,0.4,2.14,76,3,0,1.9,3.8,2023-10-07T14:00:00Z,90,10,0,0,0,0,8,0,7486,1,1,3,13.0,4,891,1570,679,45,False,0,8,2023-2024
Jason Steele,GK,Brighton,-0.5,0,0,0,0,0.0,148,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,11,0,0,0,0,8,0,287721,0,2,2,0.0,0,-35959,2734,38693,44,True,0,8,2023-2024
Nick Pope,GK,Newcastle,4.8,0,0,13,0,0.0,424,0.0,0.0,0.0,1.22,79,2,0,1.1,10.8,2023-10-08T13:00:00Z,90,19,0,0,0,0,8,1,1171525,1,2,2,0.0,1,6918,50379,43461,55,False,0,8,2023-2024
Kai Havertz,MID,Arsenal,3.2,1,0,12,0,11.4,6,0.03,0.03,0.0,0.0,71,0,0,3.5,17.2,2023-10-08T15:30:00Z,15,13,0,0,0,0,8,0,167477,0,0,1,6.0,4,-4475,3258,7733,71,True,0,8,2023-2024
Wesley Moraes Ferreira da Silva,FWD,Aston Villa,0.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,595,0,1,1,0.0,0,-11,0,11,50,False,0,8,2023-2024
Vladimír Coufal,DEF,West Ham,6.5,1,1,23,0,12.2,528,0.02,0.02,0.0,1.95,79,2,0,3.7,25.0,2023-10-08T13:00:00Z,90,15,0,0,0,0,8,0,177041,1,2,2,0.0,5,93342,123924,30582,45,True,0,8,2023-2024
Marcus Rashford,MID,Man Utd,2.8,0,0,7,0,3.6,396,0.05,0.16,0.11,0.7,78,1,0,3.9,5.4,2023-10-07T14:00:00Z,62,4,0,0,0,0,8,0,2205425,1,1,2,30.0,2,-709457,24268,733725,88,True,0,8,2023-2024
Lewis O'Brien,MID,Nott'm Forest,0.0,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,958,0,0,0,0.0,0,-43,0,43,49,False,0,8,2023-2024
Evan Ferguson,FWD,Brighton,0.5,0,0,1,0,11.2,132,0.01,0.06,0.05,2.17,72,2,0,1.7,4.4,2023-10-08T13:00:00Z,59,11,0,0,0,0,8,0,709129,1,2,2,1.0,1,-71612,33271,104883,60,True,0,8,2023-2024
Tom McGill,GK,Brighton,-0.5,0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,11,0,0,0,0,8,0,27022,0,2,2,0.0,0,3239,4620,1381,39,True,0,8,2023-2024
Yves Bissouma,MID,Spurs,0.5,0,0,-1,0,6.3,493,0.4,0.4,0.0,1.58,77,0,0,0.6,0.0,2023-10-07T11:30:00Z,48,12,0,0,0,1,8,0,63212,1,1,0,0.0,-2,2365,8639,6274,50,False,0,8,2023-2024
João Victor Gomes da Silva,MID,Wolves,2.7,0,0,3,0,0.8,559,0.0,0.02,0.02,1.01,80,1,0,0.6,3.6,2023-10-08T13:00:00Z,68,2,0,0,0,0,8,0,6561,1,1,1,2.0,2,104,514,410,49,True,0,8,2023-2024
Abdoulaye Doucouré,MID,Everton,6.3,0,0,29,1,28.2,249,0.22,1.36,1.14,0.72,75,0,1,14.8,45.4,2023-10-07T14:00:00Z,90,3,0,0,0,0,8,0,99354,1,0,3,74.0,8,6918,24069,17151,55,True,0,8,2023-2024
Ederson Santana de Moraes,GK,Man City,3.2,0,0,11,0,0.0,352,0.0,0.0,0.0,0.41,71,1,0,1.5,15.4,2023-10-08T15:30:00Z,90,1,0,0,0,0,8,1,1957237,1,0,1,0.0,1,-119732,14604,134336,56,False,1,8,2023-2024
Virgil van Dijk,DEF,Liverpool,4.2,0,0,14,0,0.7,313,0.01,0.01,0.0,2.3,72,2,0,2.7,24.4,2023-10-08T13:00:00Z,90,5,0,0,0,0,8,0,675635,1,2,2,2.0,1,18356,37118,18762,60,False,0,8,2023-2024
Willy Boly,DEF,Nott'm Forest,3.0,0,0,26,1,0.3,439,0.05,0.2,0.15,0.81,74,0,0,3.1,22.0,2023-10-07T16:30:00Z,90,8,0,0,0,0,8,0,56850,1,0,0,9.0,6,-575,3987,4562,45,False,0,8,2023-2024
Mohammed Kudus,MID,West Ham,2.5,0,1,23,0,11.0,689,0.0,0.05,0.05,0.0,79,0,1,5.6,36.2,2023-10-08T13:00:00Z,14,15,0,0,0,0,8,0,30073,0,2,2,9.0,7,-3775,3677,7452,65,True,0,8,2023-2024
Scott McTominay,MID,Man Utd,6.2,0,3,42,0,0.1,392,0.0,0.38,0.38,0.0,78,0,2,10.2,68.2,2023-10-07T14:00:00Z,3,4,0,0,0,0,8,0,6398,0,1,2,34.0,14,-157,194,351,48,True,0,8,2023-2024
Andrew Omobamidele,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,711,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,844,0,0,0,0.0,0,-12,41,53,45,False,0,8,2023-2024
Rico Lewis,DEF,Man City,2.5,0,0,23,1,2.8,358,0.01,0.01,0.0,0.35,71,0,0,0.7,2.4,2023-10-08T15:30:00Z,67,1,0,0,0,0,8,0,29755,1,0,1,2.0,6,809,4045,3236,43,False,0,8,2023-2024
Alejandro Garnacho,MID,Man Utd,1.2,0,0,5,0,36.3,382,0.05,0.1,0.05,0.25,78,0,0,5.2,7.4,2023-10-07T14:00:00Z,27,4,0,0,0,0,8,0,132295,0,1,2,8.0,1,-4273,10590,14863,48,True,0,8,2023-2024
Jean-Ricner Bellegarde,MID,Wolves,0.0,0,0,0,0,0.0,715,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,2,0,0,0,0,8,0,778,0,1,1,0.0,0,-244,38,282,50,True,0,8,2023-2024
Jean-Philippe Gbamin,MID,Everton,0.0,0,0,0,0,0.0,251,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,3,0,0,0,0,8,0,1627,0,0,3,0.0,0,-83,0,83,44,True,0,8,2023-2024
Lewis Dobbin,MID,Everton,0.0,0,0,0,0,0.0,624,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,3,0,0,0,0,8,0,7618,0,0,3,0.0,0,-319,397,716,45,True,0,8,2023-2024
Riyad Mahrez,MID,Man City,0.0,0,0,0,0,0.0,359,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,1,0,0,0,0,8,0,4543,0,0,1,0.0,0,-60,0,60,75,False,0,8,2023-2024
Matija Šarkić,GK,Wolves,0.0,0,0,0,0,0.0,571,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,2,0,0,0,0,8,0,37584,0,1,1,0.0,0,-1514,0,1514,40,True,0,8,2023-2024
Auston Trusty,DEF,Sheffield Utd,0.2,0,0,11,0,10.2,27,0.0,0.0,0.0,2.14,76,3,0,5.1,38.8,2023-10-07T14:00:00Z,90,10,0,0,0,0,8,0,103919,1,1,3,2.0,1,12503,18516,6013,39,False,0,8,2023-2024
Anthony Gordon,MID,Newcastle,0.0,0,0,0,0,0.0,412,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,519462,0,2,2,0.0,0,-236053,76582,312635,56,False,0,8,2023-2024
Emmanuel Dennis,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,443,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,20896,0,0,0,0.0,0,-2445,0,2445,48,False,0,8,2023-2024
Nathaniel Clyne,DEF,Crystal Palace,2.0,0,0,24,1,3.3,222,0.01,0.04,0.03,1.18,74,0,0,1.5,5.4,2023-10-07T16:30:00Z,90,16,0,0,0,0,8,0,10193,1,0,0,6.0,6,-173,347,520,44,True,0,8,2023-2024
Thiago Alcántara do Nascimento,MID,Liverpool,0.0,0,0,0,0,0.0,310,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,5,0,0,0,0,8,0,10733,0,2,2,0.0,0,-408,31,439,48,False,0,8,2023-2024
Ethan Brierley,MID,Brentford,-0.5,0,0,0,0,0.0,684,0.0,0.0,0.0,0.0,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,14,0,0,0,0,8,0,837,0,1,2,0.0,0,54,162,108,45,False,0,8,2023-2024
Ryan Giles,DEF,Luton,-0.3,0,0,0,0,0.0,553,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,13603,0,1,0,0.0,0,-2018,314,2332,45,True,0,8,2023-2024
Admiral Muskwe,FWD,Luton,0.0,0,0,0,0,0.0,327,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,9665,0,1,0,0.0,0,-1236,0,1236,45,True,0,8,2023-2024
